sku,date,qty,amount,is_stockout_day
SK-2087,2025-11-21,17,208.25,0
SK-2087,2025-11-22,8,98.0,0
SK-2087,2025-11-23,13,159.25,0
SK-2087,2025-11-24,13,159.25,0
SK-2087,2025-11-25,16,196.0,0
SK-2087,2025-11-26,5,61.25,0
SK-2087,2025-11-27,8,98.0,0
SK-2087,2025-11-28,12,147.0,0
SK-2087,2025-11-29,14,171.5,0
SK-2087,2025-11-30,11,134.75,0
SK-2087,2025-12-01,13,159.25,0
SK-2087,2025-12-02,10,122.5,0
SK-2087,2025-12-03,12,147.0,0
SK-2087,2025-12-04,11,134.75,0
SK-2087,2025-12-05,14,171.5,0
SK-3302,2026-06-01,4,96.04,0
SK-3302,2026-06-02,5,120.05,0
SK-3302,2026-06-03,3,72.03,0
SK-3302,2026-06-04,3,72.03,0
SK-3302,2026-06-05,4,96.04,0
SK-3302,2026-06-06,3,72.03,0
SK-3302,2026-06-07,3,72.03,0
SK-3302,2026-06-08,2,48.02,0
SK-3302,2026-06-09,4,96.04,0
SK-3302,2026-06-10,3,72.03,0
SK-3302,2026-06-11,3,72.03,0
SK-3302,2026-06-12,2,48.02,0
SK-3302,2026-06-13,5,120.05,0
SK-3302,2026-06-14,3,72.03,0
SK-3302,2026-06-15,5,120.05,0
SK-3302,2026-06-16,4,96.04,0
SK-3302,2026-06-17,2,48.02,0
SK-3302,2026-06-18,2,48.02,0
SK-3302,2026-06-19,4,96.04,0
SK-3302,2026-06-20,3,72.03,0
SK-3302,2026-06-21,2,48.02,0
SK-3302,2026-06-22,3,72.03,0
SK-3302,2026-06-23,3,72.03,0
SK-3302,2026-06-24,2,48.02,0
SK-3302,2026-06-25,3,72.03,0
SK-3302,2026-06-26,3,72.03,0
SK-3302,2026-06-27,1,24.01,0
SK-3302,2026-06-28,4,96.04,0
SK-3302,2026-06-29,3,72.03,0
SK-3302,2026-06-30,5,120.05,0
SK-3302,2026-07-01,2,48.02,0
SK-3302,2026-07-02,2,48.02,0
SK-3302,2026-07-03,5,120.05,0
SK-3302,2026-07-04,2,48.02,0
SK-3302,2026-07-05,3,72.03,0
SK-3302,2026-07-06,4,96.04,0
SK-3302,2026-07-07,3,72.03,0
SK-3302,2026-07-08,2,48.02,0
SK-3302,2026-07-09,4,96.04,0
SK-3302,2026-07-10,3,72.03,0
SK-3302,2026-07-11,5,120.05,0
SK-3302,2026-07-12,4,96.04,0
SK-3302,2026-07-13,7,168.07,0
SK-3302,2026-07-14,2,48.02,0
SK-3302,2026-07-15,3,72.03,0
SK-3302,2026-07-16,2,48.02,0
SK-3302,2026-07-17,5,120.05,0
SK-3302,2026-07-18,4,96.04,0
SK-3302,2026-07-19,4,96.04,0
SK-3302,2026-07-20,3,72.03,0
SK-3302,2026-07-21,3,72.03,0
SK-3302,2026-07-22,1,24.01,0
SK-3302,2026-07-23,5,120.05,0
SK-3302,2026-07-24,4,96.04,0
SK-3302,2026-07-25,3,72.03,0
SK-3302,2026-07-26,4,96.04,0
SK-3302,2026-07-27,4,96.04,0
SK-3302,2026-07-28,4,96.04,0
SK-3302,2026-07-29,2,48.02,0
SK-3302,2026-07-30,3,72.03,0
SK-3302,2026-07-31,4,96.04,0
SK-3302,2026-08-01,4,96.04,0
SK-3302,2026-08-02,4,96.04,0
SK-3302,2026-08-03,2,48.02,0
SK-3302,2026-08-04,4,96.04,0
SK-3302,2026-08-05,6,144.06,0
SK-3302,2026-08-06,4,96.04,0
SK-3302,2026-08-07,4,96.04,0
SK-3302,2026-08-08,3,72.03,0
SK-3302,2026-08-09,4,96.04,0
SK-3302,2026-08-10,5,120.05,0
SK-3302,2026-08-11,4,96.04,0
SK-3302,2026-08-12,5,120.05,0
SK-3302,2026-08-13,3,72.03,0
SK-3302,2026-08-14,4,96.04,0
SK-3302,2026-08-15,4,96.04,0
SK-3302,2026-08-16,3,72.03,0
SK-3302,2026-08-17,5,120.05,0
SK-3302,2026-08-18,3,72.03,0
SK-3302,2026-08-19,3,72.03,0
SK-3302,2026-08-20,3,72.03,0
SK-3302,2026-08-21,5,120.05,0
SK-3302,2026-08-22,4,96.04,0
SK-3302,2026-08-23,4,96.04,0
SK-3302,2026-08-24,3,72.03,0
SK-3302,2026-08-25,4,96.04,0
SK-3302,2026-08-26,2,48.02,0
SK-3302,2026-08-27,3,72.03,0
SK-3302,2026-08-28,4,96.04,0
SK-3302,2026-08-29,3,72.03,0
SK-3302,2026-08-30,5,120.05,0
SK-3302,2026-08-31,3,72.03,0
SK-3302,2026-09-01,3,72.03,0
SK-3302,2026-09-02,5,120.05,0
SK-3302,2026-09-03,3,72.03,0
SK-3302,2026-09-04,2,48.02,0
SK-3302,2026-09-05,5,120.05,0
SK-3302,2026-09-06,4,96.04,0
SK-3302,2026-09-07,1,24.01,0
SK-3302,2026-09-08,4,96.04,0
SK-3302,2025-11-20,5,120.05,0
SK-3302,2025-11-21,8,192.08,0
SK-3302,2025-11-22,5,120.05,0
SK-3302,2025-11-23,5,120.05,0
SK-3302,2025-11-24,4,96.04,0
SK-3302,2025-11-25,4,96.04,0
SK-3302,2025-11-26,5,120.05,0
SK-3302,2025-11-27,4,96.04,0
SK-3302,2025-11-28,4,96.04,0
SK-3302,2025-11-29,4,96.04,0
SK-3302,2025-11-30,4,96.04,0
SK-3302,2025-12-01,4,96.04,0
SK-3302,2025-12-02,5,120.05,0
SK-3302,2025-12-03,5,120.05,0
SK-3302,2025-12-04,4,96.04,0
SK-3302,2025-12-05,6,144.06,0
SK-8830,2026-06-01,1,48.9,0
SK-8830,2026-06-02,1,48.9,0
SK-8830,2026-06-03,1,48.9,0
SK-8830,2026-06-04,2,97.8,0
SK-8830,2026-06-05,2,97.8,0
SK-8830,2026-06-06,2,97.8,0
SK-8830,2026-06-07,0,0.0,0
SK-8830,2026-06-08,1,48.9,0
SK-8830,2026-06-09,0,0.0,0
SK-8830,2026-06-10,1,48.9,0
SK-8830,2026-06-11,2,97.8,0
SK-8830,2026-06-12,1,48.9,0
SK-8830,2026-06-13,2,97.8,0
SK-8830,2026-06-14,1,48.9,0
SK-8830,2026-06-15,2,97.8,0
SK-8830,2026-06-16,1,48.9,0
SK-8830,2026-06-17,1,48.9,0
SK-8830,2026-06-18,2,97.8,0
SK-8830,2026-06-19,2,97.8,0
SK-8830,2026-06-20,1,48.9,0
SK-8830,2026-06-21,2,97.8,0
SK-8830,2026-06-22,1,48.9,0
SK-8830,2026-06-23,1,48.9,0
SK-8830,2026-06-24,0,0.0,0
SK-8830,2026-06-25,2,97.8,0
SK-8830,2026-06-26,1,48.9,0
SK-8830,2026-06-27,1,48.9,0
SK-8830,2026-06-28,2,97.8,0
SK-8830,2026-06-29,2,97.8,0
SK-8830,2026-06-30,2,97.8,0
SK-8830,2026-07-01,1,48.9,0
SK-8830,2026-07-02,2,97.8,0
SK-8830,2026-07-03,1,48.9,0
SK-8830,2026-07-04,1,48.9,0
SK-8830,2026-07-05,2,97.8,0
SK-8830,2026-07-06,0,0.0,0
SK-8830,2026-07-07,2,97.8,0
SK-8830,2026-07-08,2,97.8,0
SK-8830,2026-07-09,3,146.71,0
SK-8830,2026-07-10,2,97.8,0
SK-8830,2026-07-11,0,0.0,0
SK-8830,2026-07-12,1,48.9,0
SK-8830,2026-07-13,2,97.8,0
SK-8830,2026-07-14,2,97.8,0
SK-8830,2026-07-15,2,97.8,0
SK-8830,2026-07-16,1,48.9,0
SK-8830,2026-07-17,1,48.9,0
SK-8830,2026-07-18,2,97.8,0
SK-8830,2026-07-19,2,97.8,0
SK-8830,2026-07-20,2,97.8,0
SK-8830,2026-07-21,1,48.9,0
SK-8830,2026-07-22,2,97.8,0
SK-8830,2026-07-23,2,97.8,0
SK-8830,2026-07-24,2,97.8,0
SK-8830,2026-07-25,2,97.8,0
SK-8830,2026-07-26,2,97.8,0
SK-8830,2026-07-27,1,48.9,0
SK-8830,2026-07-28,1,48.9,0
SK-8830,2026-07-29,2,97.8,0
SK-8830,2026-07-30,1,48.9,0
SK-8830,2026-07-31,1,48.9,0
SK-8830,2026-08-01,1,48.9,0
SK-8830,2026-08-02,1,48.9,0
SK-8830,2026-08-03,2,97.8,0
SK-8830,2026-08-04,1,48.9,0
SK-8830,2026-08-05,2,97.8,0
SK-8830,2026-08-06,2,97.8,0
SK-8830,2026-08-07,1,48.9,0
SK-8830,2026-08-08,1,48.9,0
SK-8830,2026-08-09,2,97.8,0
SK-8830,2026-08-10,1,48.9,0
SK-8830,2026-08-11,0,0.0,0
SK-8830,2026-08-12,1,48.9,0
SK-8830,2026-08-13,1,48.9,0
SK-8830,2026-08-14,0,0.0,0
SK-8830,2026-08-15,0,0.0,0
SK-8830,2026-08-16,0,0.0,0
SK-8830,2026-08-17,1,48.9,0
SK-8830,2026-08-18,1,48.9,0
SK-8830,2026-08-19,1,48.9,0
SK-8830,2026-08-20,1,48.9,0
SK-8830,2026-08-21,0,0.0,0
SK-8830,2026-08-22,0,0.0,0
SK-8830,2026-08-23,0,0.0,0
SK-8830,2026-08-24,0,0.0,0
SK-8830,2026-08-25,0,0.0,0
SK-8830,2026-08-26,1,48.9,0
SK-8830,2026-08-27,0,0.0,0
SK-8830,2026-08-28,1,48.9,0
SK-8830,2026-08-29,1,48.9,0
SK-8830,2026-08-30,1,48.9,0
SK-8830,2026-08-31,1,48.9,0
SK-8830,2026-09-01,1,48.9,0
SK-8830,2026-09-02,1,48.9,0
SK-8830,2026-09-03,1,48.9,0
SK-8830,2026-09-04,0,0.0,0
SK-8830,2026-09-05,1,48.9,0
SK-8830,2026-09-06,1,48.9,0
SK-8830,2026-09-07,1,48.9,0
SK-8830,2026-09-08,1,48.9,0
SK-8830,2025-11-20,19,929.14,0
SK-8830,2025-11-21,19,929.14,0
SK-8830,2025-11-22,17,831.33,0
SK-8830,2025-11-23,20,978.04,0
SK-8830,2025-11-24,17,831.33,0
SK-8830,2025-11-25,17,831.33,0
SK-8830,2025-11-26,24,1173.65,0
SK-8830,2025-11-27,18,880.24,0
SK-8830,2025-11-28,18,880.24,0
SK-8830,2025-11-29,21,1026.94,0
SK-8830,2025-11-30,18,880.24,0
SK-8830,2025-12-01,19,929.14,0
SK-8830,2025-12-02,17,831.33,0
SK-8830,2025-12-03,13,635.73,0
SK-8830,2025-12-04,17,831.33,0
SK-8830,2025-12-05,13,635.73,0
