sku,date,qty,amount,is_stockout_day
SK-3302,2026-06-20,8,192.08,0
SK-3302,2026-06-21,7,168.07,0
SK-3302,2026-06-22,6,144.06,0
SK-3302,2026-06-23,10,240.1,0
SK-3302,2026-06-24,5,120.05,0
SK-3302,2026-06-25,6,144.06,0
SK-3302,2026-06-26,6,144.06,0
SK-3302,2026-06-27,5,120.05,0
SK-3302,2026-06-28,9,216.09,0
SK-3302,2026-06-29,8,192.08,0
SK-3302,2026-06-30,3,72.03,0
SK-3302,2026-07-01,5,120.05,0
SK-3302,2026-07-02,6,144.06,0
SK-3302,2026-07-03,7,168.07,0
SK-3302,2026-07-04,3,72.03,0
SK-3302,2026-07-05,2,48.02,0
SK-3302,2026-07-06,3,72.03,0
SK-3302,2026-07-07,5,120.05,0
SK-3302,2026-07-08,5,120.05,0
SK-3302,2026-07-09,6,144.06,0
SK-3302,2026-07-10,4,96.04,0
SK-3302,2026-07-11,4,96.04,0
SK-3302,2026-07-12,2,48.02,0
SK-3302,2026-07-13,6,144.06,0
SK-3302,2026-07-14,6,144.06,0
SK-3302,2026-07-15,7,168.07,0
SK-3302,2026-07-16,7,168.07,0
SK-3302,2026-07-17,5,120.05,0
SK-3302,2026-07-18,8,192.08,0
SK-3302,2026-07-19,5,120.05,0
SK-3302,2026-07-20,5,120.05,0
SK-3302,2026-07-21,5,120.05,0
SK-3302,2026-07-22,5,120.05,0
SK-3302,2026-07-23,2,48.02,0
SK-3302,2026-07-24,6,144.06,0
SK-3302,2026-07-25,6,144.06,0
SK-3302,2026-07-26,5,120.05,0
SK-3302,2026-07-27,4,96.04,0
SK-3302,2026-07-28,6,144.06,0
SK-3302,2026-07-29,8,192.08,0
SK-3302,2026-07-30,6,144.06,0
SK-3302,2026-07-31,5,120.05,0
SK-3302,2026-08-01,5,120.05,0
SK-3302,2026-08-02,5,120.05,0
SK-3302,2026-08-03,4,96.04,0
SK-3302,2026-08-04,5,120.05,0
SK-3302,2026-08-05,6,144.06,0
SK-3302,2026-08-06,8,192.08,0
SK-3302,2026-08-07,7,168.07,0
SK-3302,2026-08-08,7,168.07,0
SK-3302,2026-08-09,4,96.04,0
SK-3302,2026-08-10,8,192.08,0
SK-3302,2026-08-11,5,120.05,0
SK-3302,2026-08-12,7,168.07,0
SK-3302,2026-08-13,7,168.07,0
SK-3302,2026-08-14,5,120.05,0
SK-3302,2026-08-15,10,240.1,0
SK-3302,2026-08-16,7,168.07,0
SK-3302,2026-08-17,3,72.03,0
SK-3302,2026-08-18,7,168.07,0
SK-3302,2026-08-19,6,144.06,0
SK-3302,2026-08-20,7,168.07,0
SK-3302,2026-08-21,7,168.07,0
SK-3302,2026-08-22,7,168.07,0
SK-3302,2026-08-23,3,72.03,0
SK-3302,2026-08-24,4,96.04,0
SK-3302,2026-08-25,8,192.08,0
SK-3302,2026-08-26,9,216.09,0
SK-3302,2026-08-27,10,240.1,0
SK-3302,2026-08-28,10,240.1,0
SK-3302,2026-08-29,3,72.03,0
SK-3302,2026-08-30,8,192.08,0
SK-3302,2026-08-31,3,72.03,0
SK-3302,2026-09-01,9,216.09,0
SK-3302,2026-09-02,7,168.07,0
SK-3302,2026-09-03,5,120.05,0
SK-3302,2026-09-04,10,240.1,0
SK-3302,2026-09-05,8,192.08,0
SK-3302,2026-09-06,3,72.03,0
SK-3302,2026-09-07,7,168.07,0
SK-3302,2026-09-08,5,120.05,0
SK-3302,2025-11-20,9,216.09,0
SK-3302,2025-11-21,8,192.08,0
SK-3302,2025-11-22,11,264.11,0
SK-3302,2025-11-23,6,144.06,0
SK-3302,2025-11-24,9,216.09,0
SK-3302,2025-11-25,12,288.12,0
SK-3302,2025-11-26,7,168.07,0
SK-3302,2025-11-27,9,216.09,0
SK-3302,2025-11-28,9,216.09,0
SK-3302,2025-11-29,7,168.07,0
SK-3302,2025-11-30,10,240.1,0
SK-3302,2025-12-01,9,216.09,0
SK-3302,2025-12-02,7,168.07,0
SK-3302,2025-12-03,12,288.12,0
SK-3302,2025-12-04,10,240.1,0
SK-3302,2025-12-05,8,192.08,0
SK-0561,2026-06-01,4,78.01,0
SK-0561,2026-06-02,4,78.01,0
SK-0561,2026-06-03,6,117.01,0
SK-0561,2026-06-04,4,78.01,0
SK-0561,2026-06-05,5,97.51,0
SK-0561,2026-06-06,4,78.01,0
SK-0561,2026-06-07,5,97.51,0
SK-0561,2026-06-08,4,78.01,0
SK-0561,2026-06-09,5,97.51,0
SK-0561,2026-06-10,4,78.01,0
SK-0561,2026-06-11,6,117.01,0
SK-0561,2026-06-12,5,97.51,0
SK-0561,2026-06-13,4,78.01,0
SK-0561,2026-06-14,3,58.51,0
SK-0561,2026-06-15,3,58.51,0
SK-0561,2026-06-16,4,78.01,0
SK-0561,2026-06-17,3,58.51,0
SK-0561,2026-06-18,6,117.01,0
SK-0561,2026-06-19,4,78.01,0
SK-0561,2026-06-20,6,117.01,0
SK-0561,2026-06-21,7,136.51,0
SK-0561,2026-06-22,5,97.51,0
SK-0561,2026-06-23,3,58.51,0
SK-0561,2026-06-24,4,78.01,0
SK-0561,2026-06-25,4,78.01,0
SK-0561,2026-06-26,3,58.51,0
SK-0561,2026-06-27,4,78.01,0
SK-0561,2026-06-28,5,97.51,0
SK-0561,2026-06-29,4,78.01,0
SK-0561,2026-06-30,4,78.01,0
SK-0561,2026-07-01,4,78.01,0
SK-0561,2026-07-02,7,136.51,0
SK-0561,2026-07-03,4,78.01,0
SK-0561,2026-07-04,3,58.51,0
SK-0561,2026-07-05,4,78.01,0
SK-0561,2026-07-06,6,117.01,0
SK-0561,2026-07-07,4,78.01,0
SK-0561,2026-07-08,5,97.51,0
SK-0561,2026-07-09,5,97.51,0
SK-0561,2026-07-10,5,97.51,0
SK-0561,2026-07-11,6,117.01,0
SK-0561,2026-07-12,4,78.01,0
SK-0561,2026-07-13,6,117.01,0
SK-0561,2026-07-14,4,78.01,0
SK-0561,2026-07-15,4,78.01,0
SK-0561,2026-07-16,6,117.01,0
SK-0561,2026-07-17,6,117.01,0
SK-0561,2026-07-18,5,97.51,0
SK-0561,2026-07-19,3,58.51,0
SK-0561,2026-07-20,5,97.51,0
SK-0561,2026-07-21,4,78.01,0
SK-0561,2026-07-22,3,58.51,0
SK-0561,2026-07-23,4,78.01,0
SK-0561,2026-07-24,5,97.51,0
SK-0561,2026-07-25,2,39.0,0
SK-0561,2026-07-26,5,97.51,0
SK-0561,2026-07-27,5,97.51,0
SK-0561,2026-07-28,4,78.01,0
SK-0561,2026-07-29,6,117.01,0
SK-0561,2026-07-30,5,97.51,0
SK-0561,2026-07-31,4,78.01,0
SK-0561,2026-08-01,4,78.01,0
SK-0561,2026-08-02,5,97.51,0
SK-0561,2026-08-03,3,58.51,0
SK-0561,2026-08-04,4,78.01,0
SK-0561,2026-08-05,4,78.01,0
SK-0561,2026-08-06,5,97.51,0
SK-0561,2026-08-07,5,97.51,0
SK-0561,2026-08-08,5,97.51,0
SK-0561,2026-08-09,6,117.01,0
SK-0561,2026-08-10,4,78.01,0
SK-0561,2026-08-11,3,58.51,0
SK-0561,2026-08-12,2,39.0,0
SK-0561,2026-08-13,4,78.01,0
SK-0561,2026-08-14,4,78.01,0
SK-0561,2026-08-15,5,97.51,0
SK-0561,2026-08-16,3,58.51,0
SK-0561,2026-08-17,4,78.01,0
SK-0561,2026-08-18,3,58.51,0
SK-0561,2026-08-19,3,58.51,0
SK-0561,2026-08-20,4,78.01,0
SK-0561,2026-08-21,2,39.0,0
SK-0561,2026-08-22,4,78.01,0
SK-0561,2026-08-23,4,78.01,0
SK-0561,2026-08-24,5,97.51,0
SK-0561,2026-08-25,6,117.01,0
SK-0561,2026-08-26,3,58.51,0
SK-0561,2026-08-27,3,58.51,0
SK-0561,2026-08-28,4,78.01,0
SK-0561,2026-08-29,5,97.51,0
SK-0561,2026-08-30,2,39.0,0
SK-0561,2026-08-31,4,78.01,0
SK-0561,2026-09-01,2,39.0,0
SK-0561,2026-09-02,1,19.5,0
SK-0561,2026-09-03,1,19.5,0
SK-0561,2026-09-04,2,39.0,0
SK-0561,2026-09-05,5,97.51,0
SK-0561,2026-09-06,3,58.51,0
SK-0561,2026-09-07,3,58.51,0
SK-0561,2026-09-08,2,39.0,0
SK-0561,2025-11-20,24,468.05,0
SK-0561,2025-11-21,17,331.53,0
SK-0561,2025-11-22,27,526.55,0
SK-0561,2025-11-23,17,331.53,0
SK-0561,2025-11-24,18,351.04,0
SK-0561,2025-11-25,22,429.04,0
SK-0561,2025-11-26,22,429.04,0
SK-0561,2025-11-27,28,546.06,0
SK-0561,2025-11-28,22,429.04,0
SK-0561,2025-11-29,16,312.03,0
SK-0561,2025-11-30,19,370.54,0
SK-0561,2025-12-01,19,370.54,0
SK-0561,2025-12-02,25,487.55,0
SK-0561,2025-12-03,23,448.55,0
SK-0561,2025-12-04,21,409.54,0
SK-0561,2025-12-05,25,487.55,0
SK-7712,2026-06-01,4,66.25,0
SK-7712,2026-06-02,4,66.25,0
SK-7712,2026-06-03,5,82.81,0
SK-7712,2026-06-04,6,99.37,0
SK-7712,2026-06-05,4,66.25,0
SK-7712,2026-06-06,4,66.25,0
SK-7712,2026-06-07,3,49.69,0
SK-7712,2026-06-08,5,82.81,0
SK-7712,2026-06-09,4,66.25,0
SK-7712,2026-06-10,5,82.81,0
SK-7712,2026-06-11,2,33.12,0
SK-7712,2026-06-12,6,99.37,0
SK-7712,2026-06-13,3,49.69,0
SK-7712,2026-06-14,4,66.25,0
SK-7712,2026-06-15,6,99.37,0
SK-7712,2026-06-16,3,49.69,0
SK-7712,2026-06-17,4,66.25,0
SK-7712,2026-06-18,5,82.81,0
SK-7712,2026-06-19,3,49.69,0
SK-7712,2026-06-20,6,99.37,0
SK-7712,2026-06-21,6,99.37,0
SK-7712,2026-06-22,2,33.12,0
SK-7712,2026-06-23,3,49.69,0
SK-7712,2026-06-24,6,99.37,0
SK-7712,2026-06-25,3,49.69,0
SK-7712,2026-06-26,4,66.25,0
SK-7712,2026-06-27,5,82.81,0
SK-7712,2026-06-28,5,82.81,0
SK-7712,2026-06-29,4,66.25,0
SK-7712,2026-06-30,5,82.81,0
SK-7712,2026-07-01,4,66.25,0
SK-7712,2026-07-02,6,99.37,0
SK-7712,2026-07-03,4,66.25,0
SK-7712,2026-07-04,5,82.81,0
SK-7712,2026-07-05,4,66.25,0
SK-7712,2026-07-06,5,82.81,0
SK-7712,2026-07-07,4,66.25,0
SK-7712,2026-07-08,4,66.25,0
SK-7712,2026-07-09,3,49.69,0
SK-7712,2026-07-10,5,82.81,0
SK-7712,2026-07-11,6,99.37,0
SK-7712,2026-07-12,5,82.81,0
SK-7712,2026-07-13,5,82.81,0
SK-7712,2026-07-14,6,99.37,0
SK-7712,2026-07-15,6,99.37,0
SK-7712,2026-07-16,5,82.81,0
SK-7712,2026-07-17,5,82.81,0
SK-7712,2026-07-18,6,99.37,0
SK-7712,2026-07-19,5,82.81,0
SK-7712,2026-07-20,3,49.69,0
SK-7712,2026-07-21,5,82.81,0
SK-7712,2026-07-22,2,33.12,0
SK-7712,2026-07-23,4,66.25,0
SK-7712,2026-07-24,5,82.81,0
SK-7712,2026-07-25,6,99.37,0
SK-7712,2026-07-26,5,82.81,0
SK-7712,2026-07-27,6,99.37,0
SK-7712,2026-07-28,4,66.25,0
SK-7712,2026-07-29,3,49.69,0
SK-7712,2026-07-30,3,49.69,0
SK-7712,2026-07-31,3,49.69,0
SK-7712,2026-08-01,3,49.69,0
SK-7712,2026-08-02,5,82.81,0
SK-7712,2026-08-03,4,66.25,0
SK-7712,2026-08-04,5,82.81,0
SK-7712,2026-08-05,5,82.81,0
SK-7712,2026-08-06,6,99.37,0
SK-7712,2026-08-07,6,99.37,0
SK-7712,2026-08-08,4,66.25,0
SK-7712,2026-08-09,4,66.25,0
SK-7712,2026-08-10,4,66.25,0
SK-7712,2026-08-11,2,33.12,0
SK-7712,2026-08-12,5,82.81,0
SK-7712,2026-08-13,6,99.37,0
SK-7712,2026-08-14,4,66.25,0
SK-7712,2026-08-15,4,66.25,0
SK-7712,2026-08-16,6,99.37,0
SK-7712,2026-08-17,2,33.12,0
SK-7712,2026-08-18,5,82.81,0
SK-7712,2026-08-19,5,82.81,0
SK-7712,2026-08-20,4,66.25,0
SK-7712,2026-08-21,6,99.37,0
SK-7712,2026-08-22,6,99.37,0
SK-7712,2026-08-23,4,66.25,0
SK-7712,2026-08-24,4,66.25,0
SK-7712,2026-08-25,4,66.25,0
SK-7712,2026-08-26,4,66.25,0
SK-7712,2026-08-27,3,49.69,0
SK-7712,2026-08-28,6,99.37,0
SK-7712,2026-08-29,6,99.37,0
SK-7712,2026-08-30,5,82.81,0
SK-7712,2026-08-31,3,49.69,0
SK-7712,2026-09-01,7,115.93,0
SK-7712,2026-09-02,7,115.93,0
SK-7712,2026-09-03,5,82.81,0
SK-7712,2026-09-04,3,49.69,0
SK-7712,2026-09-05,3,49.69,0
SK-7712,2026-09-06,5,82.81,0
SK-7712,2026-09-07,3,49.69,0
SK-7712,2026-09-08,4,66.25,0
SK-7712,2025-11-20,7,115.93,0
SK-7712,2025-11-21,4,66.25,0
SK-7712,2025-11-22,8,132.5,0
SK-7712,2025-11-23,7,115.93,0
SK-7712,2025-11-24,4,66.25,0
SK-7712,2025-11-25,4,66.25,0
SK-7712,2025-11-26,5,82.81,0
SK-7712,2025-11-27,4,66.25,0
SK-7712,2025-11-28,5,82.81,0
SK-7712,2025-11-29,2,33.12,0
SK-7712,2025-11-30,5,82.81,0
SK-7712,2025-12-01,8,132.5,0
SK-7712,2025-12-02,4,66.25,0
SK-7712,2025-12-03,5,82.81,0
SK-7712,2025-12-04,4,66.25,0
SK-7712,2025-12-05,6,99.37,0
SK-9044,2026-06-01,2,19.4,0
SK-9044,2026-06-02,4,38.81,0
SK-9044,2026-06-03,3,29.11,0
SK-9044,2026-06-04,2,19.4,0
SK-9044,2026-06-05,3,29.11,0
SK-9044,2026-06-06,2,19.4,0
SK-9044,2026-06-07,1,9.7,0
SK-9044,2026-06-08,3,29.11,0
SK-9044,2026-06-09,2,19.4,0
SK-9044,2026-06-10,3,29.11,0
SK-9044,2026-06-11,3,29.11,0
SK-9044,2026-06-12,2,19.4,0
SK-9044,2026-06-13,3,29.11,0
SK-9044,2026-06-14,4,38.81,0
SK-9044,2026-06-15,2,19.4,0
SK-9044,2026-06-16,4,38.81,0
SK-9044,2026-06-17,2,19.4,0
SK-9044,2026-06-18,2,19.4,0
SK-9044,2026-06-19,4,38.81,0
SK-9044,2026-06-20,3,29.11,0
SK-9044,2026-06-21,4,38.81,0
SK-9044,2026-06-22,3,29.11,0
SK-9044,2026-06-23,1,9.7,0
SK-9044,2026-06-24,3,29.11,0
SK-9044,2026-06-25,2,19.4,0
SK-9044,2026-06-26,1,9.7,0
SK-9044,2026-06-27,1,9.7,0
SK-9044,2026-06-28,3,29.11,0
SK-9044,2026-06-29,3,29.11,0
SK-9044,2026-06-30,3,29.11,0
SK-9044,2026-07-01,2,19.4,0
SK-9044,2026-07-02,2,19.4,0
SK-9044,2026-07-03,2,19.4,0
SK-9044,2026-07-04,2,19.4,0
SK-9044,2026-07-05,2,19.4,0
SK-9044,2026-07-06,2,19.4,0
SK-9044,2026-07-07,2,19.4,0
SK-9044,2026-07-08,2,19.4,0
SK-9044,2026-07-09,2,19.4,0
SK-9044,2026-07-10,2,19.4,0
SK-9044,2026-07-11,2,19.4,0
SK-9044,2026-07-12,3,29.11,0
SK-9044,2026-07-13,3,29.11,0
SK-9044,2026-07-14,3,29.11,0
SK-9044,2026-07-15,1,9.7,0
SK-9044,2026-07-16,2,19.4,0
SK-9044,2026-07-17,3,29.11,0
SK-9044,2026-07-18,3,29.11,0
SK-9044,2026-07-19,1,9.7,0
SK-9044,2026-07-20,3,29.11,0
SK-9044,2026-07-21,3,29.11,0
SK-9044,2026-07-22,2,19.4,0
SK-9044,2026-07-23,2,19.4,0
SK-9044,2026-07-24,3,29.11,0
SK-9044,2026-07-25,3,29.11,0
SK-9044,2026-07-26,3,29.11,0
SK-9044,2026-07-27,3,29.11,0
SK-9044,2026-07-28,3,29.11,0
SK-9044,2026-07-29,2,19.4,0
SK-9044,2026-07-30,2,19.4,0
SK-9044,2026-07-31,3,29.11,0
SK-9044,2026-08-01,2,19.4,0
SK-9044,2026-08-02,2,19.4,0
SK-9044,2026-08-03,2,19.4,0
SK-9044,2026-08-04,3,29.11,0
SK-9044,2026-08-05,2,19.4,0
SK-9044,2026-08-06,3,29.11,0
SK-9044,2026-08-07,2,19.4,0
SK-9044,2026-08-08,2,19.4,0
SK-9044,2026-08-09,3,29.11,0
SK-9044,2026-08-10,2,19.4,0
SK-9044,2026-08-11,2,19.4,0
SK-9044,2026-08-12,2,19.4,0
SK-9044,2026-08-13,1,9.7,0
SK-9044,2026-08-14,2,19.4,0
SK-9044,2026-08-15,1,9.7,0
SK-9044,2026-08-16,2,19.4,0
SK-9044,2026-08-17,2,19.4,0
SK-9044,2026-08-18,2,19.4,0
SK-9044,2026-08-19,2,19.4,0
SK-9044,2026-08-20,1,9.7,0
SK-9044,2026-08-21,1,9.7,0
SK-9044,2026-08-22,2,19.4,0
SK-9044,2026-08-23,1,9.7,0
